01:30,18:05,Lingfield,Royal Design,9.0,67.0
01:30,18:05,Lingfield,Gasman,10.0,9.5
01:30,18:05,Lingfield,Optik,11.0,5.0
01:30,18:40,Lingfield,Shalfa,1.0,9.0
01:30,18:40,Lingfield,Lost In Time,2.0,6.0
01:30,18:40,Lingfield,Global Grandeur,3.0,13.0
01:30,18:40,Lingfield,Star Of Epsom,5.0,4.33
01:30,18:40,Lingfield,Dark Gold,6.0,2.88
01:30,18:40,Lingfield,Pink Lily,7.0,3.75
01:30,18:40,Lingfield,Teekana,8.0,34.0
01:30,18:40,Lingfield,Grand Central,9.0,15.0
01:30,18:40,Lingfield,Moosmee,10.0,34.0
01:30,18:40,Lingfield,Take My Breath,11.0,34.0
01:30,19:15,Lingfield,Graceful Thunder,1.0,2.62
01:30,19:15,Lingfield,Queues Likely,2.0,4.5
01:30,19:15,Lingfield,Dapperling,3.0,2.88
01:30,19:15,Lingfield,Miss Woo Woo,4.0,6.0
01:30,19:15,Lingfield,Mullingar Girl,5.0,26.0
01:30,19:15,Lingfield,Talking Rubbish,6.0,41.0
01:30,19:45,Lingfield,Eeh Bah Gum,1.0,17.0
01:30,19:45,Lingfield,Jacks Point,2.0,10.0
01:30,19:45,Lingfield,Harb,3.0,4.33
01:30,19:45,Lingfield,Regal Envoy,4.0,2.75
01:30,19:45,Lingfield,Dream By Day,5.0,8.5
01:30,19:45,Lingfield,Song Of Success,6.0,4.33
01:30,19:45,Lingfield,Lady Jane Grey,7.0,8.0
01:30,20:15,Lingfield,Amathus,1.0,6.0
01:30,20:15,Lingfield,Major Gatsby,2.0,5.5
01:30,20:15,Lingfield,Alyara,3.0,10.0
01:30,20:15,Lingfield,Ajrad,4.0,15.0
01:30,20:15,Lingfield,Nibras Rainbow,5.0,6.0
01:30,20:15,Lingfield,Inverinate,6.0,2.88
01:30,20:15,Lingfield,Kodi Noir,7.0,15.0
01:30,20:15,Lingfield,Essme,8.0,8.5
01:30,20:45,Lingfield,San Francisco Bay,1.0,3.75
01:30,20:45,Lingfield,Spirit Of Breeze,2.0,4.5
01:30,20:45,Lingfield,Desert Illusion,3.0,6.0
01:30,20:45,Lingfield,Senor Pockets,4.0,6.0
01:30,20:45,Lingfield,Savannah Smiles,5.0,8.5
01:30,20:45,Lingfield,Irish Dessert,6.0,6.5
01:30,20:45,Lingfield,Bala Hatun,7.0,21.0
01:30,20:45,Lingfield,Goose Rock,8.0,13.0
01:30,20:45,Lingfield,Gonzaga,9.0,34.0
01:30,13:40,Curragh,Auguste Lumiere,1.0,26.0
01:30,13:40,Curragh,Badda Bing,2.0,15.0
01:30,13:40,Curragh,Burn The Bridges,3.0,41.0
01:30,13:40,Curragh,City Of Troy,4.0,3.0
01:30,13:40,Curragh,Galen,5.0,19.0
01:30,13:40,Curragh,Huxley,6.0,6.0
01:30,13:40,Curragh,Instant Appeal,7.0,5.5
01:30,13:40,Curragh,King Of Gosford,8.0,67.0
01:30,13:40,Curragh,Koniag,9.0,29.0
01:30,13:40,Curragh,Rapid Mission,10.0,13.0
01:30,13:40,Curragh,School Of Law,11.0,4.33
01:30,13:40,Curragh,Slurricane,12.0,12.0
01:30,13:40,Curragh,Truly Kodi,13.0,81.0
01:30,14:15,Curragh,Ashwiyaa,1.0,29.0
01:30,14:15,Curragh,Do It With Style,2.0,17.0
01:30,14:15,Curragh,Grand Job,3.0,5.0
01:30,14:15,Curragh,Gunzburg,4.0,11.0
01:30,14:15,Curragh,Launch,5.0,21.0
01:30,14:15,Curragh,Matrika,6.0,1.5
01:30,14:15,Curragh,Miss Roberts,7.0,19.0
01:30,14:50,Curragh,Gordon Bennett,1.0,5.0
01:30,14:50,Curragh,Apache Outlaw,2.0,6.0
01:30,14:50,Curragh,Dandyville,3.0,17.0
01:30,14:50,Curragh,Ice Cold In Alex,4.0,11.0
01:30,14:50,Curragh,Song For Whoever,5.0,26.0
01:30,14:50,Curragh,Dream Today,6.0,26.0
01:30,14:50,Curragh,Heavenly Power,7.0,7.5
01:30,14:50,Curragh,Hallowed Time,8.0,26.0
01:30,14:50,Curragh,Coumshingaun,9.0,8.0
01:30,14:50,Curragh,Gabriellas Spirit,10.0,17.0
01:30,14:50,Curragh,Iva Batt,11.0,10.0
01:30,14:50,Curragh,Midnight Fire,12.0,9.0
01:30,14:50,Curragh,Greek Flower,13.0,15.0
01:30,14:50,Curragh,Parting Glass,14.0,10.0
01:30,14:50,Curragh,Navalny,15.0,21.0
01:30,15:25,Curragh,Above The Curve,1.0,3.25
01:30,15:25,Curragh,Goldana,2.0,26.0
01:30,15:25,Curragh,Insinuendo,3.0,15.0
01:30,15:25,Curragh,Rosscarbery,4.0,6.5
01:30,15:25,Curragh,Stay Alert,5.0,17.0
01:30,15:25,Curragh,Trevaunance,6.0,34.0
01:30,15:25,Curragh,Via Sistina,7.0,3.0
01:30,15:25,Curragh,Comhra,8.0,21.0
01:30,15:25,Curragh,Never Ending Story,9.0,6.0
01:30,16:00,Curragh,Layfayette,1.0,4.33
01:30,16:00,Curragh,Mashhoor,2.0,8.0
01:30,16:00,Curragh,Self Belief,3.0,15.0
01:30,16:00,Curragh,Al Riffa,4.0,2.1
01:30,16:00,Curragh,Alfred Munnings,5.0,4.5
01:30,16:35,Curragh,Goodie Two Shoes,1.0,3.75
01:30,16:35,Curragh,Jungle Cove,2.0,21.0
01:30,16:35,Curragh,Dancing Tango,3.0,5.5
01:30,16:35,Curragh,Longbourn,4.0,11.0
01:30,16:35,Curragh,In From The Cold,5.0,11.0
01:30,16:35,Curragh,Charcor,6.0,41.0
01:30,16:35,Curragh,Higher Kingdom,7.0,23.0
01:30,16:35,Curragh,Alanya,8.0,17.0
01:30,16:35,Curragh,Coill Na Sionainne,9.0,7.5
01:30,16:35,Curragh,Believe In Science,10.0,15.0
01:30,16:35,Curragh,Lord Vader,11.0,9.5
01:30,16:35,Curragh,Pachmena,12.0,11.0
01:30,16:35,Curragh,Roman Bull,13.0,17.0
01:30,16:35,Curragh,Yokkell,14.0,11.0
01:30,16:35,Curragh,Draco Pulchrac,15.0,23.0
01:30,17:10,Curragh,Altitudeadjustment,1.0,34.0
01:30,17:10,Curragh,Beyond The Steps,2.0,9.5
01:30,17:10,Curragh,Capernoity,3.0,67.0
01:30,17:10,Curragh,Gardone,4.0,51.0
01:30,17:10,Curragh,Highland Rahy,5.0,15.0
01:30,17:10,Curragh,Hot Moon,6.0,34.0
01:30,17:10,Curragh,Lets Avit,7.0,34.0
01:30,17:10,Curragh,Parish Centre,8.0,21.0
01:30,17:10,Curragh,Pittsford,9.0,8.5
01:30,17:10,Curragh,Reclaim,10.0,12.0
01:30,17:10,Curragh,Space Age,11.0,3.75
01:30,17:10,Curragh,Expelliarmus,12.0,2.75
01:30,17:10,Curragh,Ghost Dance,13.0,17.0
01:30,17:10,Curragh,Neowise,14.0,19.0
01:30,17:10,Curragh,Pink Sorrel,15.0,23.0
01:30,17:40,Curragh,Magellan Strait,1.0,26.0
01:30,17:40,Curragh,Almuhit,2.0,7.5
01:30,17:40,Curragh,Newfoundland,3.0,5.5
01:30,17:40,Curragh,Kingswear,4.0,9.0
01:30,17:40,Curragh,Ted Hastings,5.0,29.0
01:30,17:40,Curragh,Line Out,6.0,41.0
01:30,17:40,Curragh,Firstman,7.0,17.0
01:30,17:40,Curragh,Sheishybrid,8.0,11.0
01:30,17:40,Curragh,Foveros,9.0,6.5
01:30,17:40,Curragh,Dartan,10.0,26.0
01:30,17:40,Curragh,Immelmann,11.0,11.0
01:30,17:40,Curragh,Kendancer,12.0,19.0
01:30,17:40,Curragh,Marvelosa,13.0,11.0
01:30,17:40,Curragh,Coventry,14.0,51.0
01:30,17:40,Curragh,Crystal Caves,15.0,29.0
01:30,17:40,Curragh,Extensio,16.0,13.0
01:30,17:40,Curragh,Grappa Nonino,17.0,6.0
02:00,12:40,Newmarket,Cry Fiction,1.0,34.0
02:00,12:40,Newmarket,Denruth Diamond,2.0,15.0
02:00,12:40,Newmarket,Indispensable,3.0,12.0
02:00,12:40,Newmarket,Neverstopdreaming,4.0,26.0
02:00,12:40,Newmarket,Point Of Attack,5.0,12.0
02:00,12:40,Newmarket,Rare Jewel,6.0,11.0
02:00,12:40,Newmarket,Star Of Mystery,7.0,2.38
02:00,12:40,Newmarket,Unbreak My Heart,8.0,7.0
02:00,12:40,Newmarket,What A Question,9.0,4.5
02:00,12:40,Newmarket,Ziggys Phoenix,10.0,17.0
02:00,13:15,Newmarket,New London,1.0,2.0
02:00,13:15,Newmarket,Al Aasy,2.0,3.25
02:00,13:15,Newmarket,Kemari,3.0,8.0
02:00,13:15,Newmarket,Outbox,4.0,26.0
02:00,13:15,Newmarket,Phantom Flight,5.0,7.0
02:00,13:50,Newmarket,Jumby,1.0,6.5
02:00,13:50,Newmarket,Aldaary,2.0,2.62
02:00,13:50,Newmarket,Audience,3.0,11.0
02:00,13:50,Newmarket,Berkshire Shadow,4.0,5.0
02:00,13:50,Newmarket,Pogo,5.0,3.75
02:00,13:50,Newmarket,Sam Maximus,6.0,26.0
02:00,14:25,Newmarket,Calafrio,1.0,19.0
02:00,14:25,Newmarket,Crocus Time,2.0,11.0
02:00,14:25,Newmarket,Dance Sequence,3.0,2.25
02:00,14:25,Newmarket,Hagwa,4.0,12.0
02:00,14:25,Newmarket,Race The Wind,5.0,3.5
02:00,14:25,Newmarket,Upscale,6.0,4.5
02:00,15:00,Newmarket,One Morning,1.0,5.0
02:00,15:00,Newmarket,Canoodled,2.0,11.0
02:00,15:00,Newmarket,Royal Charter,3.0,3.0
02:00,15:00,Newmarket,Dora Milaje,4.0,4.5
02:00,15:00,Newmarket,Chealamy,5.0,4.5
02:00,15:00,Newmarket,Rajindri,6.0,9.0
02:00,15:00,Newmarket,Rising Bay,7.0,19.0
02:00,15:35,Newmarket,Aiming High,1.0,6.5
02:00,15:35,Newmarket,Dal Mallart,2.0,11.0
02:00,15:35,Newmarket,Victoria Grove,3.0,10.0
02:00,15:35,Newmarket,Spring Fever,4.0,2.0
02:00,15:35,Newmarket,Saisissante,5.0,8.5
02:00,15:35,Newmarket,D Day Arvalenreeva,6.0,6.5
02:00,15:35,Newmarket,Fox Flame,7.0,9.0
02:00,16:10,Newmarket,Total Lockdown,1.0,23.0
02:00,16:10,Newmarket,V Twelve,2.0,8.5
02:00,16:10,Newmarket,Niarbyl Bay,3.0,11.0
02:00,16:10,Newmarket,Therapist,4.0,11.0
02:00,16:10,Newmarket,Blueflagflyinghigh,5.0,4.33
02:00,16:10,Newmarket,Zaras Return,6.0,4.5
02:00,16:10,Newmarket,Dog Fox,7.0,4.33
02:00,16:10,Newmarket,Wintercrack,8.0,29.0
02:00,16:10,Newmarket,Serengeti Sunset,9.0,5.0
02:00,12:20,Newcastle,Coachello,1.0,12.0
02:00,12:20,Newcastle,Lethal Levi,2.0,6.0
02:00,12:20,Newcastle,Aleezdancer,3.0,13.0
02:00,12:20,Newcastle,Magical Spirit,4.0,8.5
02:00,12:20,Newcastle,Tiger Crusade,5.0,9.0
02:00,12:20,Newcastle,Soldiers Minute,6.0,9.0
02:00,12:20,Newcastle,Raatea,7.0,3.5
02:00,12:20,Newcastle,Batal Dubai,8.0,6.5
02:00,12:20,Newcastle,Animate,9.0,11.0
02:00,12:55,Newcastle,Brad The Brief,1.0,4.0
02:00,12:55,Newcastle,Judicial,2.0,13.0
02:00,12:55,Newcastle,Mount Athos,3.0,6.0
02:00,12:55,Newcastle,Spycatcher,4.0,5.0
02:00,12:55,Newcastle,Tiber Flow,5.0,4.33
02:00,12:55,Newcastle,Witch Hunter,6.0,6.0
02:00,12:55,Newcastle,Iconic Moment,7.0,19.0
02:00,12:55,Newcastle,Prince Of Pillo,8.0,34.0
02:00,13:30,Newcastle,Faylaq,1.0,13.0
02:00,13:30,Newcastle,Appier,2.0,6.0
02:00,13:30,Newcastle,Winterwatch,3.0,21.0
02:00,13:30,Newcastle,Legendary Day,4.0,15.0
02:00,13:30,Newcastle,Hadrianus,5.0,7.5
02:00,13:30,Newcastle,La Hacienda,6.0,8.5
02:00,13:30,Newcastle,Cozone,7.0,19.0
02:00,13:30,Newcastle,Thermoscope,8.0,8.0
02:00,13:30,Newcastle,Ace Rothstein,9.0,41.0
02:00,13:30,Newcastle,Citizen General,10.0,9.0
02:00,13:30,Newcastle,Mostly Sunny,11.0,6.0
02:00,13:30,Newcastle,World Without Love,12.0,26.0
02:00,13:30,Newcastle,Blow Your Horn,13.0,5.0
02:00,13:30,Newcastle,Ironopolis,14.0,67.0
02:00,14:05,Newcastle,Rajinsky,1.0,21.0
02:00,14:05,Newcastle,Rainbow Dreamer,2.0,23.0
02:00,14:05,Newcastle,Calling The Wind,3.0,15.0
02:00,14:05,Newcastle,Berkshire Rocco,4.0,29.0
02:00,14:05,Newcastle,Omniscient,5.0,10.0
02:00,14:05,Newcastle,Zoffee,6.0,9.5
02:00,14:05,Newcastle,Post Impressionist,7.0,7.5
02:00,14:05,Newcastle,Adjuvant,8.0,6.0
02:00,14:05,Newcastle,Golden Rules,10.0,3.25
02:00,14:05,Newcastle,Vino Victrix,11.0,11.0
02:00,14:05,Newcastle,Law Of The Sea,12.0,10.0
02:00,14:05,Newcastle,Themaxwecan,13.0,67.0
02:00,14:05,Newcastle,Good Show,14.0,26.0
02:00,14:05,Newcastle,Aztec Empire,15.0,34.0
02:00,14:05,Newcastle,Sir Chauvelin,16.0,41.0
02:00,14:05,Newcastle,Nathanael Greene,17.0,9.5
02:00,14:05,Newcastle,Matchless,18.0,67.0
02:00,14:05,Newcastle,Green Team,19.0,81.0
02:00,14:05,Newcastle,Mountain Road,20.0,41.0
02:00,14:40,Newcastle,Lord Of The Lodge,1.0,11.0
02:00,14:40,Newcastle,Safe Voyage,2.0,4.5
02:00,14:40,Newcastle,Air To Air,3.0,5.0
02:00,14:40,Newcastle,The Gatekeeper,4.0,8.0
02:00,14:40,Newcastle,Zip,5.0,6.0
02:00,14:40,Newcastle,Marshal Dan,6.0,12.0
02:00,14:40,Newcastle,Wobwobwob,7.0,6.0
02:00,14:40,Newcastle,Adeb,8.0,12.0
02:00,14:40,Newcastle,Utilis,10.0,9.5
02:00,15:15,Newcastle,Batal Zabeel,1.0,3.25
02:00,15:15,Newcastle,Markakol,3.0,3.25
02:00,15:15,Newcastle,Mehigburn,4.0,23.0
02:00,15:15,Newcastle,Stanley Spencer,5.0,4.5
02:00,15:15,Newcastle,Star Of Lazise,6.0,26.0
02:00,15:15,Newcastle,Sweet Soul Music,7.0,15.0
02:00,15:15,Newcastle,Tan Rapido,8.0,12.0
02:00,15:15,Newcastle,Zaman Daar,9.0,7.0
02:00,15:50,Newcastle,Mr Curiosity,1.0,23.0
02:00,15:50,Newcastle,Thundering,2.0,6.5
02:00,15:50,Newcastle,Nobel,4.0,5.0
02:00,15:50,Newcastle,Persist,5.0,4.33
02:00,15:50,Newcastle,Qaasid,6.0,5.0
02:00,15:50,Newcastle,Cockalorum,7.0,13.0
02:00,15:50,Newcastle,Innse Gall,8.0,11.0
02:00,15:50,Newcastle,Shimmering Sands,9.0,3.75
02:00,16:25,Newcastle,Lexington Knight,1.0,3.5
02:00,16:25,Newcastle,Very Excellent,2.0,11.0
02:00,16:25,Newcastle,Victory,3.0,13.0
02:00,16:25,Newcastle,Vallamorey,4.0,10.0
02:00,16:25,Newcastle,Ri Na Farraige,5.0,12.0
02:00,16:25,Newcastle,King Of Unicorns,6.0,7.0
02:00,16:25,Newcastle,Glasses Up,7.0,17.0
02:00,16:25,Newcastle,Easter Island,8.0,19.0
02:00,16:25,Newcastle,The Dancing Poet,9.0,4.33
02:00,16:25,Newcastle,Golden Vintage,10.0,9.5
02:00,16:25,Newcastle,Billy Bathgate,11.0,7.5
02:00,16:25,Newcastle,Explorers Way,12.0,41.0
02:00,14:10,Windsor,Foinix,1.0,7.0
02:00,14:10,Windsor,Who Loves You Baby,2.0,2.75
02:00,14:10,Windsor,Dees Dream,3.0,6.5
02:00,14:10,Windsor,Highland Flyer,4.0,4.33
02:00,14:10,Windsor,Little Tiger,5.0,9.0
02:00,14:10,Windsor,Rhea Of The Year,6.0,13.0
02:00,14:10,Windsor,Manxman,7.0,6.5
02:00,14:45,Windsor,Chiedozie,1.0,3.5
02:00,14:45,Windsor,Commander Crouch,2.0,13.0
02:00,14:45,Windsor,Irrelevant,3.0,34.0
02:00,14:45,Windsor,Macanudo,4.0,2.75
02:00,14:45,Windsor,Mercian Warrior,5.0,5.5
02:00,14:45,Windsor,Shagraan,6.0,7.0
02:00,14:45,Windsor,Showpeace,7.0,17.0
02:00,14:45,Windsor,The Smiling Wolf,8.0,13.0
02:00,14:45,Windsor,Sunday Belle,9.0,23.0
02:00,15:20,Windsor,Alsakib,1.0,5.0
02:00,15:20,Windsor,Troon,2.0,19.0
02:00,15:20,Windsor,Connected,3.0,26.0
02:00,15:20,Windsor,Elnajmm,4.0,2.62
02:00,15:20,Windsor,Jimmy Frankham,5.0,3.0
02:00,15:20,Windsor,Kalamunda,6.0,13.0
02:00,15:20,Windsor,Magic Memories,7.0,67.0
02:00,15:20,Windsor,Zodiac Star,8.0,12.0
02:00,15:20,Windsor,Fakhra,9.0,11.0
02:00,15:20,Windsor,Miss Bling Bling,10.0,67.0
02:00,15:55,Windsor,Sly Madam,1.0,8.5
02:00,15:55,Windsor,Farasi Lane,2.0,3.75
02:00,15:55,Windsor,Sudden Ambush,3.0,4.0
02:00,15:55,Windsor,Snapcracklepop,4.0,3.5
02:00,15:55,Windsor,Peace Of Mine,5.0,3.75
02:00,16:30,Windsor,Magical Morning,1.0,15.0
02:00,16:30,Windsor,Educator,2.0,3.25
02:00,16:30,Windsor,Wait To Excel,3.0,6.5
02:00,16:30,Windsor,The Whipmaster,4.0,5.5
02:00,16:30,Windsor,Cosmic Desert,5.0,29.0
02:00,16:30,Windsor,Postmark,6.0,29.0
02:00,16:30,Windsor,City Streak,7.0,4.0
02:00,16:30,Windsor,Youthful King,8.0,7.5
02:00,16:30,Windsor,Cardano,9.0,17.0
02:00,17:05,Windsor,Swayze,1.0,4.33
02:00,17:05,Windsor,Spring Bloom,2.0,6.5
02:00,17:05,Windsor,Crimson Sand,3.0,17.0
02:00,17:05,Windsor,Glamorous Breeze,4.0,12.0
02:00,17:05,Windsor,Isle Of Lismore,5.0,6.5
02:00,17:05,Windsor,Vespasian,6.0,6.5
02:00,17:05,Windsor,Ferrous,7.0,3.25
02:00,17:05,Windsor,Woolhampton,8.0,9.0
02:00,13:57,Chester,Desert Master,1.0,5.0
02:00,13:57,Chester,Jungle Jim,2.0,19.0
02:00,13:57,Chester,Project Frank,3.0,81.0
02:00,13:57,Chester,Si Si Senor,4.0,7.0
02:00,13:57,Chester,Etoile Dalexandre,5.0,3.0
02:00,13:57,Chester,Heroic Angel,6.0,13.0
02:00,13:57,Chester,Indication Spirit,7.0,7.5
02:00,13:57,Chester,Liv My Life,8.0,5.0
02:00,13:57,Chester,Malibu Sunrise,9.0,17.0
02:00,13:57,Chester,Riverview Law,10.0,8.0
02:00,14:32,Chester,Zealandia,1.0,5.5
02:00,14:32,Chester,The Nu Form Way,2.0,10.0
02:00,14:32,Chester,Croachill,3.0,6.0
02:00,14:32,Chester,Natchez Trace,4.0,7.0
02:00,14:32,Chester,Restorer,5.0,11.0
02:00,14:32,Chester,Scintillante,6.0,2.88
02:00,14:32,Chester,Paisano,7.0,11.0
02:00,14:32,Chester,Blue Universe,8.0,8.5
02:00,15:07,Chester,Hyperfocus,1.0,9.0
02:00,15:07,Chester,Princess Shabnam,2.0,9.5
02:00,15:07,Chester,Whenthedealinsdone,3.0,5.5
02:00,15:07,Chester,Aberama Gold,4.0,7.0
02:00,15:07,Chester,Cuban Breeze,5.0,7.0
02:00,15:07,Chester,Bear Profit,6.0,21.0
02:00,15:07,Chester,Paws For Thought,7.0,4.33
02:00,15:07,Chester,Roman Dragon,8.0,4.0
02:00,15:07,Chester,Hello Zabeel,9.0,13.0
02:00,15:07,Chester,Absolutelyflawless,10.0,10.0
02:00,15:42,Chester,Starnberg,1.0,17.0
02:00,15:42,Chester,Equatorial,2.0,2.25
02:00,15:42,Chester,Tenjin,3.0,34.0
02:00,15:42,Chester,Think Climate,5.0,12.0
02:00,15:42,Chester,Misty Blues,6.0,11.0
02:00,15:42,Chester,Divine Libra,7.0,5.0
02:00,15:42,Chester,Distinguished Lady,8.0,6.5
02:00,15:42,Chester,Ararat,9.0,5.5
02:00,16:17,Chester,Parlando,1.0,3.0
02:00,16:17,Chester,Many A Year,2.0,6.0
02:00,16:17,Chester,Cobalt Blue,3.0,4.33
02:00,16:17,Chester,Woodys Angel,4.0,81.0
02:00,16:17,Chester,Boniato,5.0,67.0
02:00,16:17,Chester,Dalatara,6.0,81.0
02:00,16:17,Chester,Maremma,7.0,8.5
02:00,16:17,Chester,O G Beachwear,8.0,4.33
02:00,16:17,Chester,Princess Niyla,9.0,7.5
02:00,16:52,Chester,Military Two Step,1.0,2.62
02:00,16:52,Chester,Malakahna,2.0,3.5
02:00,16:52,Chester,El Borracho,3.0,4.33
02:00,16:52,Chester,Mancini,4.0,29.0
02:00,16:52,Chester,Tigerten,5.0,13.0
02:00,16:52,Chester,Buxted Reel,6.0,12.0
02:00,16:52,Chester,Myboymax,7.0,23.0
02:00,16:52,Chester,John The Baptist,8.0,21.0
02:00,16:52,Chester,Fandabidozi,9.0,17.0
02:00,17:22,Chester,Ajs Saaeq (A),1.0,2.0
02:00,17:22,Chester,Zayin Angkor Centurion (A),2.0,17.0
02:00,17:22,Chester,Ekleel Athbah (A),3.0,2.2
02:00,17:22,Chester,Abiyah Athbah (A),4.0,8.5
02:00,17:22,Chester,Lujain (A),5.0,41.0
02:00,17:22,Chester,Mulan (A),6.0,101.0
02:00,18:20,Doncaster,Sids Annie,1.0,5.5
02:00,18:20,Doncaster,Bollin Margaret,2.0,2.5
02:00,18:20,Doncaster,Mogwai,3.0,7.5
02:00,18:20,Doncaster,Mrs Meader,4.0,6.5
02:00,18:20,Doncaster,Queens Company,5.0,4.0
02:00,18:20,Doncaster,Miss Harmony,6.0,23.0
02:00,18:20,Doncaster,Honky Tonk Town,7.0,51.0
02:00,18:20,Doncaster,Oot Ma Way,8.0,41.0
02:00,18:55,Doncaster,Extinction,1.0,23.0
02:00,18:55,Doncaster,Billyjoh,2.0,10.0
02:00,18:55,Doncaster,Doon The Glen,3.0,21.0
02:00,18:55,Doncaster,Irish Dancer,4.0,51.0
02:00,18:55,Doncaster,Kaidu,5.0,3.5
02:00,18:55,Doncaster,Manila Style,6.0,41.0
02:00,18:55,Doncaster,Okami,7.0,9.0
02:00,18:55,Doncaster,Operation Gimcrack,8.0,7.0
02:00,18:55,Doncaster,Sir Sidney Smith,9.0,41.0
02:00,18:55,Doncaster,Bugle Beads,10.0,4.33
02:00,18:55,Doncaster,Canaria Queen,11.0,29.0
02:00,18:55,Doncaster,Kokomo,12.0,4.0
02:00,18:55,Doncaster,Queens Resolve,13.0,21.0
02:00,18:55,Doncaster,Roys Pursuit,14.0,51.0
02:00,19:30,Doncaster,Alshinfarah,1.0,7.0
02:00,19:30,Doncaster,Roubay,2.0,19.0
02:00,19:30,Doncaster,She Wore No Jewels,3.0,3.5
02:00,19:30,Doncaster,Tokyo Dreamer,4.0,3.75
02:00,19:30,Doncaster,Wits End,5.0,34.0
02:00,19:30,Doncaster,Carnaby Princess,6.0,34.0
02:00,19:30,Doncaster,China Trade,7.0,5.5
02:00,19:30,Doncaster,Lady Of Time,8.0,17.0
02:00,19:30,Doncaster,Meliora Venire,9.0,23.0
02:00,19:30,Doncaster,Squeaker,10.0,15.0
02:00,19:30,Doncaster,Tiora,11.0,8.0
02:00,20:00,Doncaster,Solar Orbiter,1.0,2.0
02:00,20:00,Doncaster,Mudamer,2.0,7.5
02:00,20:00,Doncaster,Riot,3.0,4.5
02:00,20:00,Doncaster,Snash,4.0,6.0
02:00,20:00,Doncaster,Mobashr,5.0,11.0
02:00,20:00,Doncaster,Outrun The Storm,6.0,21.0
02:00,20:30,Doncaster,Good Earth,1.0,3.5
02:00,20:30,Doncaster,Brazen Bolt,2.0,12.0
02:00,20:30,Doncaster,Pearle Dor,3.0,11.0
02:00,20:30,Doncaster,Ghathanfar,4.0,7.0
02:00,20:30,Doncaster,Cairn Gorm,5.0,6.0
02:00,20:30,Doncaster,Barbill,6.0,51.0
02:00,20:30,Doncaster,Mattice,7.0,6.0
02:00,20:30,Doncaster,Treacherous,8.0,6.0
02:00,20:30,Doncaster,As If By Chance,9.0,12.0
02:00,20:30,Doncaster,Fantasy Master,10.0,6.5
02:00,21:00,Doncaster,Desert Voice,1.0,2.75
02:00,21:00,Doncaster,Prairie Falcon,2.0,6.0
02:00,21:00,Doncaster,Pocket The Packet,3.0,34.0
02:00,21:00,Doncaster,Roaring Ralph,4.0,8.0
02:00,21:00,Doncaster,Concert Boy,5.0,4.5
02:00,21:00,Doncaster,Northern Spirit,6.0,6.0
02:00,21:00,Doncaster,Tipp Town,7.0,41.0
02:00,21:00,Doncaster,New Tycoon,8.0,13.0
02:00,21:00,Doncaster,Brother Sebastian,9.0,26.0
02:00,17:30,Lingfield,Bush Rose,1.0,5.0
02:00,17:30,Lingfield,Surge,2.0,5.0
02:00,17:30,Lingfield,Climate Precedent,3.0,23.0
02:00,17:30,Lingfield,Robusto,4.0,3.75
02:00,17:30,Lingfield,Papa Ricco,5.0,11.0
02:00,17:30,Lingfield,Mysterious Maestro,6.0,5.5
02:00,17:30,Lingfield,Ectocross,7.0,11.0
02:00,17:30,Lingfield,Philos,8.0,4.33
02:00,18:05,Lingfield,Platinum Prince,1.0,4.33
02:00,18:05,Lingfield,Fravanco,2.0,11.0
02:00,18:05,Lingfield,Delvey,3.0,41.0
02:00,18:05,Lingfield,Handel,4.0,7.0
02:00,18:05,Lingfield,Third Batch,5.0,4.33
02:00,18:05,Lingfield,Codswallop,6.0,19.0
02:00,18:05,Lingfield,Zebra Star,7.0,7.5
02:00,18:05,Lingfield,Gilded Moon,8.0,8.5
02:00,18:05,Lingfield,Royal Design,9.0,67.0
02:00,18:05,Lingfield,Gasman,10.0,9.5
02:00,18:05,Lingfield,Optik,11.0,5.0
02:00,18:40,Lingfield,Shalfa,1.0,9.0
02:00,18:40,Lingfield,Lost In Time,2.0,6.0
02:00,18:40,Lingfield,Global Grandeur,3.0,13.0
02:00,18:40,Lingfield,Star Of Epsom,5.0,4.33
02:00,18:40,Lingfield,Dark Gold,6.0,2.88
02:00,18:40,Lingfield,Pink Lily,7.0,3.75
02:00,18:40,Lingfield,Teekana,8.0,34.0
02:00,18:40,Lingfield,Grand Central,9.0,15.0
02:00,18:40,Lingfield,Moosmee,10.0,34.0
02:00,18:40,Lingfield,Take My Breath,11.0,34.0
02:00,19:15,Lingfield,Graceful Thunder,1.0,2.5
02:00,19:15,Lingfield,Queues Likely,2.0,4.5
02:00,19:15,Lingfield,Dapperling,3.0,3.0
02:00,19:15,Lingfield,Miss Woo Woo,4.0,6.0
02:00,19:15,Lingfield,Mullingar Girl,5.0,26.0
02:00,19:15,Lingfield,Talking Rubbish,6.0,41.0
02:00,19:45,Lingfield,Eeh Bah Gum,1.0,17.0
02:00,19:45,Lingfield,Jacks Point,2.0,10.0
02:00,19:45,Lingfield,Harb,3.0,4.33
02:00,19:45,Lingfield,Regal Envoy,4.0,2.75
02:00,19:45,Lingfield,Dream By Day,5.0,8.5
02:00,19:45,Lingfield,Song Of Success,6.0,4.33
02:00,19:45,Lingfield,Lady Jane Grey,7.0,8.0
02:00,20:15,Lingfield,Amathus,1.0,6.0
02:00,20:15,Lingfield,Major Gatsby,2.0,5.5
02:00,20:15,Lingfield,Alyara,3.0,10.0
